,text,lacking_dem_pref
1202,IN AMERICA WE DON'T WORSHIP GOVERNMENT - WE WORSHIP GOD!🎥https://t.co/jIejSgVnnA,0.0
1203,"...big dollars ($700,000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp!",0.0
1204,"Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe, a Comey friend who was in charge of Clinton investigation but got....",1.0
1205,....victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you,0.0
1206,....Transgender individuals to  serve in any capacity in the U.S. Military. Our military must be focused on decisive and overwhelming.....,0.0
1207,"After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow......",0.0
1208,"Senator @lisamurkowski of the Great State of Alaska really let the Republicans, and our country, down yesterday. Too bad!",0.0
1209,The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!,0.0
1210,People of Ohio are fantastic. Thank you so much. What an evening! https://t.co/KM0zoaULYH,0.0
1211,"It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown, Ohio this evening. A grateful… https://t.co/3ztSVZdpgo",0.0
1212,"Just arrived in Youngstown, Ohio with @FLOTUS Melania!
#MakeAmericaGreatAgain🇺🇸
🎥https://t.co/A1mrxSksR3 https://t.co/jWX9yBlX8z",0.0
1213,.@SenJohnMcCain-Thank you for coming to D.C. for such a vital vote. Congrats to all Rep. We can now deliver grt healthcare to all Americans!,0.0
1214,"Joint Press Conference with Prime Minister Saad Hariri of Lebanon beginning shortly. Join us live!
➡️… https://t.co/vuyWdfhVEz",0.0
1215,"""America's Labor Market Continues to Boom"" JOBS, JOBS, JOBS! https://t.co/LuOaR1Iz2e",0.0
1216,The American people have waited long enough. There has been enough talk and no action for seven years. Now is the t… https://t.co/moNuyUb5R1,0.0
1217,Will be traveling to the Great State of Ohio tonight. Big crowd expected. See you there!,0.0
1218,This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people!,0.0
1219,Working on major Trade Deal with the United Kingdom. Could be very big &amp,0.0
1220,"Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up, 11 year old Barron Trump!",1.0
1221,So great that John McCain is coming back to vote. Brave - American hero! Thank you John.,0.0
1222,ObamaCare is torturing the American People.The Democrats have fooled the people long enough. Repeal or Repeal &amp,0.0
1223,"Big day for HealthCare. After 7 years of talking, we will soon see whether or not Republicans are willing to step up to the plate!",0.0
1224,"Problem is that the acting head of the FBI &amp; the person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from H for wife!",1.0
1225,Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails &amp,1.0
1226,"Ukrainian efforts to sabotage Trump campaign - ""quietly working to boost Clinton."" So where is the investigation A.G. @seanhannity",1.0
1227,Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly?,1.0
1228,So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes?,1.0
1229,"The Amazon Washington Post fabricated the facts on my ending massive, dangerous, and wasteful payments to Syrian rebels fighting Assad.....",1.0
1230,#2017Jambo- Remember your duty. Honor your history. Take care of the people God puts into your life – and LOVE &amp,0.0
1231,"Any senator who votes against starting debate is telling America that you are fine w/ the #OCareNightmare! 
Remarks… https://t.co/cmqs9WZI6p",0.0
1232,"Arriving at Joint Base Andrews with @SecretaryPerry, @SecretaryZinke, and @SecPriceMD..... https://t.co/Yxm94XKtuv",0.0
1233,Republicans have a last chance to do the right thing on Repeal &amp,0.0
1234,"Sleazy Adam Schiff, the totally biased Congressman looking into ""Russia,"" spends all of his time on television pushing the Dem loss excuse!",1.0
1235,"So why aren't the Committees and investigators, and of course our beleaguered A.G., looking into Crooked Hillarys crimes &amp; Russia relations?",1.0
1236,"After 1 year of investigation with Zero evidence being found, Chuck Schumer just stated that ""Democrats should blame ourselves,not Russia.""",0.0
1237,"Drain the Swamp should be changed to Drain the Sewer - it's actually much worse than anyone ever thought, and it begins with the Fake News!",1.0
1238,"Thank you to @LOUDOBBS for giving the first six months of the Trump Administration an A+. S.C.,reg cutting,Stock M, jobs,border etc. = TRUE!",0.0
1239,"If Republicans don't Repeal and Replace the disastrous ObamaCare, the repercussions will be far greater than any of them understand!",0.0
1240,"It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!",1.0
1241,"It's very sad that Republicans, even some that were carried over the line on my back, do very little to protect their President.",0.0
1242,"As the phony Russian Witch Hunt continues, two groups are laughing at this excuse for a lost election taking hold, Democrats and Russians!",1.0
1243,"To every PATRIOT who will serve on the #USSGeraldRFord:
☑️Keep the watch🇺🇸
☑️Protect her🇺🇸
☑️Defend her🇺🇸
☑️LOVE HE… https://t.co/CJGj9OvLUL",0.0
1244,"American steel &amp; American hands have constructed a 100,000 ton message to the world: American MIGHT IS SECOND TO NO… https://t.co/VhAyZncfjR",0.0
1245,A ship is only as good as the people who serve on it — and the AMERICAN SAILOR is the BEST in the world. @USNavy… https://t.co/wDmM0O9cJ4,0.0
1246,"Join me live for the commissioning ceremony of the USS Gerald R. Ford!
➡️https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB",0.0
1247,"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!",0.0
1248,"The Republican Senators must step up to the plate and, after 7 years, vote to Repeal and Replace. Next, Tax Reform and Infrastructure. WIN!",0.0
1249,"In all fairness to Anthony Scaramucci, he wanted to endorse me 1st, before the Republican Primaries started, but didn't think I was running!",0.0
1250,"My son Donald openly gave his e-mails to the media &amp; authorities whereas Crooked Hillary Clinton deleted (&amp; acid washed) her 33,000 e-mails!",1.0
1251,"...What about all of the Clinton ties to Russia, including Podesta Company, Uranium deal, Russian Reset, big dollar speeches etc.",1.0
1252,"So many people are asking why isn't the A.G. or Special Council looking at the many Hillary Clinton or Comey crimes. 33,000 e-mails deleted?",1.0
1253,"While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS",1.0
1254,"This morning I will be going to the Commissioning Ceremony for the largest aircraft carrier in the world, The Gerald R. Ford.  Norfolk, Va.",0.0
1255,"The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security",0.0
1256,"A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!",1.0
1257,Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright!,1.0
1258,"Today, it was my privilege to welcome survivors of the #USSArizona to the @WhiteHouse. #HonorThem🇺🇸
Remarks:… https://t.co/DQn5sj91hZ",0.0
1259,Manufacturers’ record-high optimism reported in the 1st qtr has carried into the 2nd qtr of 2017 via @ShopFloorNAM:… https://t.co/G6QSAqjUeY,0.0
1260,"ICYMI- This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse! If it is MADE IN AMERICA, it is t… https://t.co/6wh1nJ1w5H",0.0
1261,"""Six months in - it is the hope of GROWTH📈that is making America🇺🇸FOUR TRILLION DOLLARS💰RICHER."" -Stuart @VarneyCo… https://t.co/YraJkyhabs",0.0
1262,"#MadeInAmerica🇺🇸
📸https://t.co/39dwlGHI7R https://t.co/VfIrc5Xssx",0.0
1263,"Billions of dollars in investments &amp; thousands of new jobs in America! An initiative via Corning, Merck &amp; Pfizer:… https://t.co/0zs8HMJCOm",0.0
1264,"I am asking all citizens to believe in yourselves, believe in your future, and believe, once more, in America.… https://t.co/a0sQTVdYwL",0.0
1265,"Departing The Pentagon after meetings with @VP Pence, Secretary James Mattis, and our great teams. #MAGA🇺🇸 https://t.co/5d1MSzhjQS",0.0
1266,"Melania and I send our thoughts and prayers to Senator McCain, Cindy, and their entire family. Get well soon. 
https://t.co/fONWVlmYyz",0.0
1267,"The Republicans never discuss how good their healthcare bill is, &amp; it will get even better at lunchtime.The Dems scream death as OCare dies!",0.0
1268,I will be having lunch at the White House today with Republican Senators concerning healthcare. They MUST keep their promise to America!,0.0
1269,RT @FoxNews: U.S. Markets since election. https://t.co/rlWSt30GUd,0.0
1270,The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,1.0
1271,"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew!",1.0
1272,The Senate must go to a 51 vote majority instead of current 60 votes. Even parts of full Repeal need 60. 8 Dems control Senate. Crazy!,0.0
1273,"With only a very small majority, the Republicans in the House &amp; Senate need more victories next year since Dems totally obstruct, no votes!",0.0
1274,"As I have always said, let ObamaCare fail and then come together and do a great healthcare plan. Stay tuned!",0.0
1275,"We were let down by all of the Democrats and a few Republicans. Most Republicans were loyal, terrific &amp; worked really hard. We will return!",0.0
1276,Republicans should just REPEAL failing ObamaCare now &amp,0.0
1277,Most politicians would have gone to a meeting like the one Don jr attended in order to get info on an opponent. That's politics!,0.0
1278,"Heading back to Washington, D.C. Much will be accomplished this week on trade, the military and security!",0.0
1279,Congratulations to Sung Hyun Park on winning the 2017 @USGA #USWomensOpen🇺🇸,0.0
1280,I am at the @USGA  #USWomensOpen. An amateur player is co-leading for the first time in many decades - very exciting!,0.0
1281,The #USSJohnFinn will provide essential capabilities to keep America safe. Our sailors are the best anywhere in the… https://t.co/Q6xnJUJakd,0.0
1282,"The ABC/Washington Post Poll, even though almost 40% is not bad at this time, was just about the most inaccurate poll around election time!",0.0
1283,"With all of its phony unnamed sources &amp; highly slanted &amp; even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!",1.0
1284,Thank you to former campaign adviser Michael Caputo for saying so powerfully that there was no Russian collusion in our winning campaign.,0.0
1285,"Thank you to all of the supporters, who far out-numbered the protesters, yesterday at the Women's U.S. Open. Very cool!",0.0
1286,"HillaryClinton can illegally get the questions to the Debate &amp; delete 33,000 emails but my son Don is being scorned by the Fake News Media?",1.0
1287,The women played great today at the @USGA #USWomensOpen🇺🇸 I look forward to being there tomorrow for the final roun… https://t.co/6QSLa4IxSB,0.0
1288,"Just got to the #USWomensOpen in Bedminster, New Jersey. People are really happy with record high stock market - up over 17% since election!",0.0
1289,MAKE AMERICA GREAT AGAIN! https://t.co/3eYF3nir4B,0.0
1290,Next week the Senate is going to vote on legislation to save Americans from the ObamaCare DISASTER. #WeeklyAddress🇺🇸 https://t.co/xjVDkgo1NK,0.0
1291,Will be at the Women's U.S. Open today!,0.0
1292,"Stock Market hit another all-time high yesterday - despite the Russian hoax story! Also, jobs numbers are starting to look very good!",0.0
1293,Stock Market at new all-time high! Working on new trade deals that will be great for U.S. and its workers!,0.0
1294,"I will be at the @USGA #USWomensOpen in Bedminster, NJ tomorrow. Big crowds expected &amp; the women are playing great-should be very exciting!",0.0
1295,Honored to serve as Commander-in-Chief to the courageous men and women of our U.S. Armed Forces. A grateful nation… https://t.co/bV3TzhqQfK,0.0
1296,"President @EmmanuelMacron,
Thank you for inviting Melania and myself to such a historic celebration in France.… https://t.co/TQH3wEGxT8",0.0
1297,"Just landed from Paris, France. It was an incredible visit with President @EmmanuelMacron. A lot discussed and accomplished in two days!",0.0
1298,"Left Paris for U.S.A. Will be heading to New Jersey and attending the
#USWomensOpen, their most important tournament, this afternoon.",0.0
1299,"Great conversations with President @EmmanuelMacron and his representatives on trade, military and security.",0.0
1300,"The United States mourns for the victims of Nice, France. We pledge our solidarity with France against terror. 🇺🇸🇫🇷 https://t.co/7irbz08oT3",0.0
1301,It was a great honor to represent the United States at the magnificent #BastilleDay parade. Congratulations Preside… https://t.co/zzeoHyHhNV,0.0
1302,.@VP Mike Pence is working hard on HealthCare and getting our wonderful Republican Senators to do what is right for the people.,0.0
1303,"After all of these years of suffering thru ObamaCare, Republican Senators must come through as they have promised!",0.0
1304,"So impt Rep Senators, under leadership of @SenateMajLdr McConnell get healthcare plan approved. After 7yrs of O'Care disaster, must happen!",0.0
1305,"Republicans Senators are working hard to get their failed ObamaCare replacement approved. I will be at my desk, pen in hand!",0.0
1306,Great evening with President @EmmanuelMacron &amp,0.0
1307,Great bilateral meetings at Élysée Palace w/ President @EmmanuelMacron. The friendship between our two nations and… https://t.co/mrT2C6ylZl,0.0
1308,"President @EmmanuelMacron,
Thank you for the beautiful welcome ceremony at Les Invalides today! https://t.co/RKir1GcRrB",0.0
1309,"Melania and I were thrilled to join the dedicated men and women of the @USEmbassyFrance, members of the U.S. Milita… https://t.co/Ofe47Qemyh",0.0
1310,"Just landed in Paris, France with @FLOTUS Melania. https://t.co/knULGOQF1K",0.0
1311,Big WIN today for building the wall. It will secure the border &amp,0.0
1312,"JOBS, JOBS, JOBS! #MAGA🇺🇸 https://t.co/HScS4Y9ZJK",0.0
1313,Stock market hits another high with spirit and enthusiasm so positive. Jobs outlook looking very good! #MAGA🇺🇸 https://t.co/Vwxsb2vWGe,0.0
1314,Getting rdy to leave for France @ the invitation of President Macron to celebrate &amp,0.0
1315,"""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture."" https://t.co/gDGgejqFMs",0.0
1316,"The W.H. is functioning perfectly, focused on HealthCare, Tax Cuts/Reform &amp; many other things. I have very little time for watching T.V.",0.0
1317,Why aren't the same standards placed on the Democrats. Look what Hillary Clinton may have gotten away with. Disgraceful!,1.0
1318,".@WashTimes states ""Democrats have willfully used Moscow disinformation to influence the presidential election against Donald Trump.""",1.0
1319,"ISIS is on the run &amp; will soon be wiped out of Syria &amp; Iraq, illegal border crossings are way down (75%) &amp; MS 13 gangs are being removed.",0.0
1320,RT @foxandfriends: Getting the job done! Sen. Mitch McConnell delays August recess to work on health care bill https://t.co/wBjha8ldeK,0.0
1321,"Remember, when you hear the words ""sources say"" from the Fake Media, often times those sources are made up and do not exist.",0.0
1322,"My son Donald did a good job last night. He was open, transparent and innocent. This is the greatest Witch Hunt in political history. Sad!",0.0
1323,"RT @FoxNews: .@jessebwatters on @DonaldJTrumpJr meeting with Russian attorney: ""I believe Don Jr. is the victim here."" #TheFive https://t.c…",0.0
1324,"My son, Donald, will be interviewed by @seanhannity tonight at 10:00 P.M. He is a great person who loves our country!",0.0
1325,"RT @foxandfriends: FOX NEWS ALERT: U.S. flexes its defense muscles, destroys incoming test missile off coast of Alaska https://t.co/gdpnc6a…",0.0
1326,Big wins against ISIS!,0.0
1327,Marine Plane crash in Mississippi is heartbreaking. Melania and I send our deepest condolences to all!,0.0
1328,Working hard to get the Olympics for the United States (L.A.). Stay tuned!,0.0
1329,The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down &amp,0.0
1330,RT @foxandfriends: SEN. CRUZ: It's crazy to go an August recess without having Obamacare repealed. We should work every day until it is don…,0.0
1331,RT @foxandfriends: White House calls out Senate Democrats for obstructing nominees https://t.co/O6Rsx5i2CZ,0.0
1332,RT @foxandfriends: Head of the NYPD union slams Mayor de Blasio for skipping vigil for assassinated cop Miosotis Familia https://t.co/nVWLb…,0.0
1333,"RT @foxandfriends: .@jasoninthehouse: Comey went silent when I asked him about his memos, which raised a lot of eyebrows. https://t.co/BfSP…",0.0
1334,"RT @seanhannity: HRC mishandles and destroys classified info-NO PROBLEM! Pay/play on Uranium one NO PROBLEM! Lynch BC tarmac: it's a ""matte…",1.0
1335,"If Chelsea Clinton were asked to hold the seat for her mother,as her mother gave our country away, the Fake News would say CHELSEA FOR PRES!",1.0
1336,"When I left Conference Room for short meetings with Japan and other countries, I asked Ivanka to hold seat. Very standard. Angela M agrees!",0.0
1337,I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go!,0.0
1338,James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!,1.0
1339,RT @foxandfriends: Report accuses material James Comey leaked to a friend contained top secret information https://t.co/Hkg4cAb6o9,1.0
1340,RT @foxandfriends: .@carriesheffield: The mainstream media is neglecting their duty to represent the public. They've failed to represent ha…,0.0
1341,RT @RealJamesWoods: Only now with a #RealPresident do we see the scope of destruction engineered by #Obama and the #Democrat cabal.  @realD…,0.0
1342,"The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can,&amp; did!",0.0
1343,Syrian ceasefire seems to be holding. Many lives can be saved. Came out of meeting. Good!,0.0
1344,"For years, even as a ""civilian,"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!",0.0
1345,MAKE AMERICA GREAT AGAIN! https://t.co/NVDVRrWLs4,0.0
1346,Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp,0.0
1347,...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?,1.0
1348,"...and safe. Questions were asked about why the CIA &amp; FBI had to ask the DNC 13 times for their SERVER, and were rejected, still don't....",1.0
1349,"Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking, &amp; many other negative things, will be guarded..",0.0
1350,...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!,0.0
1351,I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....,0.0
1352,The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!,0.0
1353,"Thank you @SenatorDole, very kind! https://t.co/cXrYiK46Qq",0.0
1354,"Leaving Hamburg for Washington, D.C. and the WH. Just left China’s President Xi where we had an excellent meeting on trade &amp; North Korea.",0.0
1355,Law enforcement &amp,0.0
1356,The #G20Summit was a wonderful success and carried out beautifully by Chancellor Angela Merkel. Thank you!,0.0
1357,We will fight the #FakeNews with you! https://t.co/zOMiXTeLJq,1.0
1358,"Great first day with world leaders at the #G20Summit here in Hamburg, Germany. Looking forward to day two! #USA https://t.co/bLKgZKQemw",0.0
1359,"Thank you! 

“Trump’s Defining Speech” 
WSJ Editorial: https://t.co/YuDgVfRroR https://t.co/T0R4u4IHDJ",0.0
1360,I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA!,1.0
1361,"I look forward to all meetings today with world leaders, including my meeting with Vladimir Putin. Much to discuss.
#G20Summit #USA🇺🇸",0.0
1362,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,1.0
1363,After Poland had a great meeting with Chancellor Merkel and then with PM Shinzō Abe of Japan &amp,0.0
1364,"My experience yesterday in Poland was a great one. Thank you to everyone, including the haters, for the great reviews of the speech!",0.0
1365,"A strong Poland is a blessing to the nations of Europe, and a strong Europe is a blessing to the West, and to the w… https://t.co/U8fc7SQAWA",0.0
1366,THE WEST WILL NEVER BE BROKEN. Our values will PREVAIL. Our people will THRIVE and our civilization will TRIUMPH! https://t.co/sozuVgdp5T,0.0
1367,America is proud to stand shoulder-to-shoulder with Poland in the fight to eradicate the evils of terrorism and ext… https://t.co/Kkcs2dT4Yy,0.0
1368,"On behalf of @FLOTUS Melania and myself, thank you Poland!🇺🇸🇵🇱
#ICYMI, watch here➡️ https://t.co/COpVXnn8YG… https://t.co/IGGw5tczTg",0.0
1369,Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ➡️… https://t.co/0iS0SHeIe4,0.0
1370,Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!,0.0
1371,The United States made some of the worst Trade Deals in world history.Why should we continue these deals with countries that do not help us?,0.0
1372,"Getting ready to leave for Poland, after which I will travel to Germany for the G-20. Will be back on Saturday.",0.0
1373,#HappyIndependenceDay #USA🇺🇸 https://t.co/9pfqnRsh1Z,0.0
1374,Gas prices are the lowest in the U.S. in over ten years! I would like to see them go even lower.,0.0
1375,Getting ready to celebrate the 4th of July with a big crowd at the White House. Happy 4th to everyone. Our country will grow and prosper!,0.0
1376,"#HappyIndependenceDay 
#July4 #USA🇺🇸 https://t.co/NsFslPEFrp",0.0
1377,....and Japan will put up with this much longer. Perhaps China will put a heavy move on North Korea and end this nonsense once and for all!,0.0
1378,North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea.....,0.0
1379,"RT @JacobAWohl: @realDonaldTrump When Obama was President, the #MSM LOVED talking about stock market rallies! Now they barely mention new a…",0.0
1380,Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?,0.0
1381,"Really great numbers on jobs &amp; the economy! Things are starting to kick in now, and we have just begun! Don't like steel &amp; aluminum dumping!",0.0
1382,Thank you to Shawn Steel for the nice words on @FoxNews.,0.0
1383,"RT @Reince: With a strong candidate in @POTUS &amp; @GOP revolutionary data program, Republicans carried WI for 1st time in 30 years
https://t.…",0.0
1384,"If we can help little #CharlieGard, as per our friends in the U.K. and the Pope, we would be delighted to do so.",0.0
1385,"At some point the Fake News will be forced to discuss our great jobs numbers, strong economy, success with ISIS, the border &amp; so much else!",1.0
1386,Will be speaking with Italy this morning!,0.0
1387,Spoke yesterday with the King of Saudi Arabia about peace in the Middle-East. Interesting things are happening!,0.0
1388,Will be speaking with Germany and France this morning.,0.0
1389,"America's men &amp; women in uniform is the story of FREEDOM overcoming OPPRESSION, the STRONG protecting the WEAK, &amp; G… https://t.co/LtTpGsP3fC",0.0
1390,"Stock Market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",0.0
1391,The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE!… https://t.co/EwnwCeuGMv,1.0
1392,#FraudNewsCNN #FNN https://t.co/WYUnHjjUjg,1.0
1393,"We will always take care of our GREAT VETERANS. You have shed your blood, poured your love, and bared your soul, in… https://t.co/bTPuerxLOr",0.0
1394,My use of social media is not Presidential - it’s MODERN DAY PRESIDENTIAL. Make America Great Again!,0.0
1395,I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!,1.0
1396,"....the 2016 election with interviews, speeches and social media. I had to beat #FakeNews, and did. We will continue to WIN!",1.0
1397,"The FAKE &amp; FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won....",1.0
1398,Getting rdy to leave for tonight's Celebrate Freedom Concert honoring our GREAT VETERANS w/ so many of my evangelic… https://t.co/shfTAoMJry,0.0
1399,"Weekly Address🇺🇸 #KatesLaw
#NoSanctuaryForCriminalsAct
Statement: https://t.co/I8cqKGDK2B https://t.co/00mao6Vk7R",0.0
1400,"Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses. Too bad!",0.0
1401,I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time!,1.0
1402,Numerous states are refusing to give information to the very distinguished VOTER FRAUD PANEL. What are they trying to hide?,1.0
1403,Word is that @Greta Van Susteren was let go by her out of control bosses at @NBC &amp,0.0
1404,Happy Canada Day to all of the great people of Canada and to your Prime Minister and my new found friend @JustinTrudeau. #Canada150,0.0
1405,America will THINK BIG once again. We will inspire millions of children to carry on the proud tradition of American… https://t.co/hZCMp5cSJc,0.0
1406,The era of strategic patience with the North Korea regime has failed. That patience is over. We are working closely… https://t.co/MxN04V2Yn4,0.0
1407,"I am encouraged by President Moon's assurances that he will work to level the playing field for American workers, b… https://t.co/DUZh6aMjJS",0.0
1408,Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show,1.0
1409,Crime and killings in Chicago have reached such epidemic proportions that I am sending in Federal help. 1714 shootings in Chicago this year!,0.0
1410,"If Republican Senators are unable to pass what they are working on now, they should immediately REPEAL, and then REPLACE at a later date!",0.0
1411,Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,0.0
1412,Our new American Energy Policy will unlock MILLIONS of jobs &amp,0.0
1413,"When it comes to the future of America’s energy needs, we will FIND IT, we will DREAM IT, and we will BUILD IT.… https://t.co/m0HmPbUZ6C",0.0
1414,Statement on House Passage of Kate’s Law and No Sanctuary for Criminals Act. https://t.co/uPRy9XgK5A,0.0
1415,Good news out of the House with the passing of 'No Sanctuary for Criminals Act.' Hopefully Senate will follow.,0.0
1416,"Good news, House just passed #KatesLaw. Hopefully Senate will follow.",0.0
1417,"""Mattis Says Trump’s Warning Stopped Chemical Weapons Attack In Syria"" https://t.co/XL9LLNKh8i",0.0
1418,"Join me LIVE with @VP, @SecretaryPerry, @SecretaryZinke and @EPAScottPruitt. 
#UnleashingAmericanEnergy
https://t.co/hlM7F2BQD9",0.0
1419,"MAKE AMERICA SAFE AGAIN!

#NoSanctuaryForCriminalsAct 
#KatesLaw #SaveAmericanLives 

https://t.co/jbN4hPjqjS",0.0
1420,"Today, the House votes on two crucial bills:
☑️#NoSanctuaryForCriminalsAct 
☑️#KatesLaw 
☑️Pass these bills &amp; lets… https://t.co/4N2c0oxMve",0.0
1421,"...to Mar-a-Lago 3 nights in a row around New Year's Eve, and insisted on joining me. She was bleeding badly from a face-lift. I said no!",0.0
1422,"I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore). Then how come low I.Q. Crazy Mika, along with Psycho Joe, came..",0.0
1423,New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.,0.0
1424,Tomorrow the House votes on #KatesLaw &amp,0.0
1425,"From my first day in office, we’ve taken swift action to lift the crushing restrictions on American energy. Remarks… https://t.co/VBoEubD59k",0.0
1426,Democrats purposely misstated Medicaid under new Senate bill - actually goes up. https://t.co/necCt4K6UH,1.0
1427,"Today, I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow. Watch and read more… https://t.co/5k8WzW1t68",0.0
1428,It was my great honor to welcome the 2016 World Series Champion Chicago @Cubs ⚾️ to the @WhiteHouse this afternoon.… https://t.co/GvPhJ9hZdv,0.0
1429,"#ICYMI- on Monday, I had the great honor of welcoming India's Prime Minister @narendramodi to the WH. Full Remarks:… https://t.co/7IIQEh7xXv",0.0
1430,"The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!",1.0
1431,RT @foxandfriends: HAPPENING TODAY: House to vote on immigration bills including 'Kate’s Law' and 'No Sanctuary for Criminals Act' https://…,0.0
1432,"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong, I know the subject well &amp; want victory for U.S.",1.0
1433,The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,1.0
1434,"I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right, unlike OCare!",0.0
1435,"With ZERO Democrats to help, and a failed, expensive and dangerous ObamaCare as the Dems legacy, the Republican Senators are working hard!",0.0
1436,"So they caught Fake News CNN cold, but what about NBC, CBS &amp; ABC? What about the failing @nytimes &amp; @washingtonpost? They are all Fake News!",1.0
1437,Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,1.0
1438,"RT @ericbolling: Good morning friends!  ""The Swamp"" out today.  President Trump has a copy... get yours here https://t.co/TntLPNCCjR. #maga…",0.0
1439,RT @foxandfriends: President Trump officially nominates former Assistant Attorney General Christopher Wray to head the FBI https://t.co/ld7…,0.0
1440,RT @foxandfriends: Another Dem 'queasy' over claim of Loretta Lynch meddling in Clinton case https://t.co/wdQ9MduxOO,0.0
1441,RT @foxandfriends: Hannity: Russia allegations 'boomeranging back' on Democrats https://t.co/lvdrpxpcp9,1.0
1442,RT @foxandfriends: Mark Levin: The collusion is among the Democrats https://t.co/Qrca7r01BI,1.0
1443,RT @JeffTutorials: @realDonaldTrump  https://t.co/6sDcyiW4Kt,0.0
1444,"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!",1.0
1445,"Great day for America's future Security and Safety, courtesy of the U.S. Supreme Court. I will keep fighting for the American people, &amp; WIN!",0.0
